timestamp,message,category,source
2026-02-13T08:58:04.816902,TRACE: Connection pool status: 100 active,noise,log-source-6
2026-02-13T11:47:04.794357,INFO: User backup_user logged in successfully from 10.0.0.50,routine,log-source-4
2026-01-20T05:22:04.819626,DEBUG: Metrics exported to grafana:3000,noise,log-source-2
2026-01-31T10:59:04.786956,"ALERT: Port scan detected from 172.16.0.25 on ports 80,443,8080",suspicious,log-source-3
2026-01-27T23:28:04.812885,TRACE: Telemetry data sent,noise,log-source-5
2026-02-09T13:17:04.800173,DEBUG: Request processed in 100ms,routine,log-source-8
2026-02-17T11:52:04.803637,INFO: New connection established from 198.51.100.17,routine,log-source-4
2026-01-31T20:34:04.814371,DEBUG: Metrics exported to grafana:3000,noise,log-source-6
2026-01-27T23:02:04.790724,NOTICE: Unauthorized access attempt to admin_panel,suspicious,log-source-9
2026-02-08T02:04:04.820238,DEBUG: Prometheus scrape completed,noise,log-source-1
2026-02-07T12:56:04.784874,THREAT: Cobalt Strike beacon identified on app-node-03,critical,log-source-5
2026-02-02T00:41:04.818337,DEBUG: Metrics exported to localhost:8080,noise,log-source-8
2026-02-16T21:27:04.796761,DEBUG: Request processed in 50ms,routine,log-source-4
2026-02-13T07:30:04.817627,DEBUG: Prometheus scrape completed,noise,log-source-4
2026-01-26T12:42:04.795812,DEBUG: Request processed in 100ms,routine,log-source-5
2026-02-03T16:16:04.800389,INFO: User root logged in successfully from 203.0.113.42,routine,log-source-9
2026-01-31T00:24:04.802030,NOTICE: System update applied successfully,routine,log-source-9
2026-02-17T14:51:04.817165,TRACE: Connection pool status: 15 active,noise,log-source-8
2026-02-09T21:31:04.796710,INFO: Service nginx started successfully on web-server-01,routine,log-source-9
2026-01-29T10:37:04.792463,INFO: Service redis started successfully on app-node-03,routine,log-source-6
2026-02-07T14:11:04.804728,INFO: New connection established from 203.0.113.42,routine,log-source-2
2026-02-12T09:38:04.787254,WARNING: Unusual outbound traffic to 172.16.0.25:443,suspicious,log-source-10
2026-01-26T08:24:04.808254,DEBUG: Prometheus scrape completed,noise,log-source-7
2026-02-18T02:10:04.807457,DEBUG: GC completed in 5ms,noise,log-source-10
2026-02-07T18:23:04.805043,NOTICE: Password changed for user root,routine,log-source-9
2026-01-31T20:23:04.809327,TRACE: Keep-alive ping from 198.51.100.17,noise,log-source-10
2026-02-09T17:34:04.816744,TRACE: Keep-alive ping from 172.16.0.25,noise,log-source-8
2026-01-27T16:07:04.784993,ALERT: Multiple failed SSH attempts from 10.0.0.50,suspicious,log-source-10
2026-02-14T20:02:04.789532,WARNING: Suspicious PowerShell execution on jumpbox,suspicious,log-source-4
2026-02-15T13:46:04.818605,TRACE: Heartbeat received from jumpbox,noise,log-source-5
2026-02-05T21:00:04.818308,DEBUG: Health check endpoint called - status OK,noise,log-source-1
2026-02-16T10:25:04.797110,INFO: User svc_account logged out,routine,log-source-10
2026-01-31T03:21:04.815664,TRACE: Keep-alive ping from 10.0.0.50,noise,log-source-10
2026-02-09T10:22:04.806453,NOTICE: Password changed for user root,routine,log-source-10
2026-01-28T15:12:04.802517,INFO: User svc_account logged out,routine,log-source-2
2026-02-14T14:17:04.790549,WARNING: Failed login attempt for user admin from 203.0.113.42,suspicious,log-source-10
2026-02-11T09:32:04.792734,INFO: New connection established from 203.0.113.42,routine,log-source-10
2026-02-03T00:34:04.784239,SECURITY: Unauthorized root access attempt from 198.51.100.17,critical,log-source-9
2026-02-17T19:46:04.812590,TRACE: Timer triggered for scheduled task,noise,log-source-7
2026-02-08T20:28:04.819019,DEBUG: GC completed in 250ms,noise,log-source-2
2026-02-12T06:46:04.807869,DEBUG: Cache hit for key cache:data,noise,log-source-1
2026-02-02T18:05:04.794594,INFO: Service elasticsearch started successfully on web-server-01,routine,log-source-9
2026-01-23T04:02:04.818238,DEBUG: Health check endpoint called - status OK,noise,log-source-5
2026-02-09T17:42:04.810754,TRACE: Keep-alive ping from 203.0.113.42,noise,log-source-10
2026-01-21T23:35:04.806698,INFO: Service elasticsearch started successfully on workstation-42,routine,log-source-2
2026-01-22T20:32:04.796751,INFO: User backup_user logged out,routine,log-source-2
2026-01-26T03:02:04.792984,INFO: New connection established from 192.168.1.100,routine,log-source-5
2026-02-05T07:23:04.795087,INFO: Backup completed successfully - 2048MB archived,routine,log-source-5
2026-01-28T16:03:04.797422,DEBUG: Request processed in 100ms,routine,log-source-1
2026-01-25T20:16:04.790987,WARNING: Unusual outbound traffic to 203.0.113.42:443,suspicious,log-source-7
2026-01-31T15:17:04.818327,DEBUG: Metrics exported to grafana:3000,noise,log-source-9
2026-02-09T14:32:04.803193,NOTICE: System update applied successfully,routine,log-source-10
2026-02-12T05:52:04.794195,INFO: Backup completed successfully - 1024MB archived,routine,log-source-6
2026-01-23T00:55:04.811519,DEBUG: Health check endpoint called - status OK,noise,log-source-10
2026-01-26T10:36:04.817503,DEBUG: Prometheus scrape completed,noise,log-source-8
2026-02-07T10:43:04.793449,INFO: User root logged out,routine,log-source-7
2026-02-11T15:45:04.815106,TRACE: Keep-alive ping from 10.0.0.50,noise,log-source-7
2026-01-23T14:37:04.794032,INFO: New connection established from 198.51.100.17,routine,log-source-1
2026-01-20T12:45:04.802303,INFO: User backup_user logged in successfully from 172.16.0.25,routine,log-source-9
2026-01-20T14:00:04.792651,INFO: New connection established from 192.168.1.100,routine,log-source-3
2026-02-15T23:45:04.794372,INFO: Backup completed successfully - 500MB archived,routine,log-source-3
2026-01-26T07:38:04.792927,NOTICE: System update applied successfully,routine,log-source-2
2026-02-06T11:50:04.798575,DEBUG: Session created for user root,routine,log-source-9
2026-02-09T06:35:04.793405,INFO: New connection established from 192.168.1.100,routine,log-source-7
2026-02-03T00:52:04.800552,NOTICE: System update applied successfully,routine,log-source-6
2026-01-21T15:34:04.812079,DEBUG: Prometheus scrape completed,noise,log-source-1
2026-01-25T03:57:04.803198,INFO: User root logged in successfully from 198.51.100.17,routine,log-source-10
2026-02-02T16:30:04.815268,TRACE: Heartbeat received from db-master,noise,log-source-6
2026-01-26T02:41:04.813425,TRACE: Keep-alive ping from 198.51.100.17,noise,log-source-8
2026-01-21T01:24:04.807916,TRACE: Telemetry data sent,noise,log-source-3
2026-02-06T14:15:04.795598,NOTICE: Configuration updated for mysql,routine,log-source-8
2026-02-12T21:43:04.811716,DEBUG: GC completed in 15ms,noise,log-source-1
2026-01-21T17:09:04.812517,DEBUG: Cache hit for key session:abc,noise,log-source-2
2026-02-16T04:12:04.800427,INFO: User admin logged out,routine,log-source-6
2026-02-05T12:18:04.804177,INFO: User root logged in successfully from 10.0.0.50,routine,log-source-7
2026-02-12T04:53:04.800396,INFO: New connection established from 192.168.1.100,routine,log-source-8
2026-01-21T17:23:04.792601,INFO: Backup completed successfully - 100MB archived,routine,log-source-10
2026-01-27T21:25:04.812987,DEBUG: GC completed in 5ms,noise,log-source-1
2026-02-09T16:05:04.785897,WARNING: Unusual network activity from db-master to port 3389,suspicious,log-source-7
2026-02-13T14:34:04.805163,NOTICE: Password changed for user admin,routine,log-source-5
2026-01-25T09:57:04.818405,TRACE: Keep-alive ping from 172.16.0.25,noise,log-source-4
2026-02-16T17:51:04.813215,DEBUG: Prometheus scrape completed,noise,log-source-3
2026-01-27T22:01:04.816187,DEBUG: Health check endpoint called - status OK,noise,log-source-4
2026-02-10T13:01:04.804703,INFO: User root logged out,routine,log-source-1
2026-01-21T16:45:04.817771,TRACE: Timer triggered for scheduled task,noise,log-source-2
2026-01-21T22:34:04.810907,TRACE: Timer triggered for scheduled task,noise,log-source-4
2026-02-11T19:17:04.796118,NOTICE: Configuration updated for mysql,routine,log-source-1
2026-01-31T09:33:04.790656,NOTICE: Unauthorized access attempt to /var/log/auth.log,suspicious,log-source-10
2026-02-10T06:51:04.799302,DEBUG: Session created for user backup_user,routine,log-source-1
2026-02-01T23:29:04.799427,INFO: Service nginx started successfully on jumpbox,routine,log-source-9
2026-02-16T21:51:04.805613,INFO: User jsmith logged in successfully from 172.16.0.25,routine,log-source-1
2026-02-16T23:46:04.812596,TRACE: Timer triggered for scheduled task,noise,log-source-8
2026-02-01T20:43:04.809001,TRACE: Heartbeat received from app-node-03,noise,log-source-5
2026-02-08T14:48:04.812354,DEBUG: Metrics exported to prometheus:9090,noise,log-source-6
2026-02-12T21:09:04.817500,TRACE: Telemetry data sent,noise,log-source-3
2026-01-21T07:27:04.801466,DEBUG: Request processed in 15ms,routine,log-source-1
2026-02-12T08:53:04.796482,INFO: Service elasticsearch started successfully on workstation-42,routine,log-source-8
2026-02-06T23:33:04.790893,WARNING: Failed login attempt for user backup_user from 203.0.113.42,suspicious,log-source-2
2026-02-02T12:26:04.819688,TRACE: Timer triggered for scheduled task,noise,log-source-3
2026-02-06T14:44:04.806736,DEBUG: Request processed in 15ms,routine,log-source-6
2026-01-26T00:32:04.808681,TRACE: Heartbeat received from workstation-42,noise,log-source-8
2026-02-17T10:33:04.796755,DEBUG: Session created for user jsmith,routine,log-source-8
2026-02-05T02:25:04.805103,DEBUG: Request processed in 15ms,routine,log-source-1
2026-02-03T14:50:04.793268,DEBUG: Request processed in 250ms,routine,log-source-2
2026-01-27T08:07:04.792841,NOTICE: System update applied successfully,routine,log-source-7
2026-01-23T02:33:04.801860,INFO: Service mysql started successfully on jumpbox,routine,log-source-3
2026-02-07T09:07:04.791729,INFO: User backup_user logged out,routine,log-source-10
2026-01-23T09:52:04.817809,DEBUG: GC completed in 250ms,noise,log-source-1
2026-01-29T16:53:04.810110,DEBUG: Metrics exported to prometheus:9090,noise,log-source-2
2026-02-09T17:55:04.788881,NOTICE: Access denied for svc_account accessing /tmp/payload.exe,suspicious,log-source-9
2026-02-13T22:18:04.812536,TRACE: Connection pool status: 50 active,noise,log-source-5
2026-01-30T18:03:04.800046,INFO: User jsmith logged in successfully from 198.51.100.17,routine,log-source-9
2026-02-07T03:37:04.797580,INFO: New connection established from 192.168.1.100,routine,log-source-10
2026-02-17T23:17:04.804807,INFO: User admin logged out,routine,log-source-10
2026-02-02T05:39:04.811566,DEBUG: Cache hit for key user:123,noise,log-source-9
2026-02-17T18:29:04.792363,INFO: User admin logged in successfully from 172.16.0.25,routine,log-source-8
2026-02-04T09:32:04.793512,NOTICE: Password changed for user jsmith,routine,log-source-8
2026-02-12T23:33:04.817497,DEBUG: Metrics exported to prometheus:9090,noise,log-source-10
2026-02-07T04:27:04.803323,NOTICE: Password changed for user svc_account,routine,log-source-7
2026-02-12T10:50:04.807875,TRACE: Keep-alive ping from 192.168.1.100,noise,log-source-6
2026-02-04T00:26:04.784524,ALERT: SQL injection attempt detected in request from 172.16.0.25,critical,log-source-1
2026-02-15T05:36:04.806979,DEBUG: Request processed in 50ms,routine,log-source-3
2026-01-23T11:28:04.800601,INFO: New connection established from 172.16.0.25,routine,log-source-8
2026-02-07T15:04:04.815222,DEBUG: Health check endpoint called - status OK,noise,log-source-5
2026-02-10T12:35:04.809341,DEBUG: GC completed in 50ms,noise,log-source-5
2026-02-03T00:24:04.802622,DEBUG: Request processed in 50ms,routine,log-source-3
2026-01-20T22:26:04.802157,NOTICE: System update applied successfully,routine,log-source-7
2026-02-11T18:29:04.809961,DEBUG: Cache hit for key cache:data,noise,log-source-8
2026-01-23T00:51:04.793044,DEBUG: Request processed in 15ms,routine,log-source-1
2026-01-29T06:03:04.792510,INFO: New connection established from 203.0.113.42,routine,log-source-5
2026-02-14T16:10:04.813872,DEBUG: Health check endpoint called - status OK,noise,log-source-8
2026-02-17T15:52:04.818384,TRACE: Heartbeat received from db-master,noise,log-source-1
2026-01-23T17:46:04.786006,WARNING: Unusual outbound traffic to 172.16.0.25:8080,suspicious,log-source-3
2026-02-08T01:26:04.805872,INFO: New connection established from 172.16.0.25,routine,log-source-3
2026-02-04T03:48:04.816632,TRACE: Timer triggered for scheduled task,noise,log-source-5
2026-02-12T23:22:04.802078,INFO: Backup completed successfully - 100MB archived,routine,log-source-4
2026-01-26T10:55:04.785207,WARNING: Unusual network activity from web-server-01 to port 8080,suspicious,log-source-6
2026-01-19T21:56:04.795984,INFO: Service redis started successfully on web-server-01,routine,log-source-9
2026-01-21T14:08:04.811444,TRACE: Heartbeat received from app-node-03,noise,log-source-2
2026-02-16T17:35:04.811110,TRACE: Telemetry data sent,noise,log-source-1
2026-01-25T14:23:04.784966,CRITICAL: Brute force attack detected from 192.168.1.100 - 10 failed attempts,critical,log-source-7
2026-02-14T08:04:04.793237,NOTICE: Configuration updated for redis,routine,log-source-10
2026-02-13T13:07:04.810131,DEBUG: Health check endpoint called - status OK,noise,log-source-10
2026-02-03T03:23:04.796616,DEBUG: Session created for user admin,routine,log-source-10
2026-02-08T08:42:04.810869,DEBUG: Cache hit for key user:123,noise,log-source-8
2026-02-08T12:06:04.787482,WARNING: Failed login attempt for user admin from 172.16.0.25,suspicious,log-source-2
2026-02-13T03:34:04.810253,TRACE: Connection pool status: 100 active,noise,log-source-3
2026-01-30T05:44:04.814727,TRACE: Heartbeat received from workstation-42,noise,log-source-5
2026-02-14T04:01:04.790026,NOTICE: Access denied for root accessing /home/user/downloads/invoice.pdf,suspicious,log-source-2
2026-02-09T05:00:04.819390,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-01-29T14:51:04.790896,NOTICE: Unauthorized access attempt to database.users,suspicious,log-source-3
2026-01-24T21:51:04.789894,NOTICE: Access denied for admin accessing C:\Windows\Temp\malware.dll,suspicious,log-source-10
2026-01-27T20:56:04.815931,TRACE: Heartbeat received from app-node-03,noise,log-source-10
2026-02-03T20:55:04.796219,INFO: Backup completed successfully - 50MB archived,routine,log-source-8
2026-02-01T08:58:04.791657,DEBUG: Request processed in 5ms,routine,log-source-9
2026-01-29T14:28:04.791282,NOTICE: System update applied successfully,routine,log-source-3
2026-02-08T06:34:04.786943,WARNING: Unusual network activity from app-node-03 to port 3389,suspicious,log-source-2
2026-02-09T09:08:04.811158,TRACE: Telemetry data sent,noise,log-source-3
2026-02-09T14:09:04.807514,DEBUG: Metrics exported to prometheus:9090,noise,log-source-1
2026-01-19T08:22:04.800875,INFO: User admin logged in successfully from 203.0.113.42,routine,log-source-6
2026-02-09T18:25:04.795809,DEBUG: Session created for user backup_user,routine,log-source-5
2026-02-12T04:55:04.805750,NOTICE: Configuration updated for kafka,routine,log-source-3
2026-02-08T03:14:04.797771,NOTICE: Configuration updated for kafka,routine,log-source-3
2026-01-19T18:45:04.809058,TRACE: Heartbeat received from app-node-03,noise,log-source-5
2026-02-10T23:20:04.814721,DEBUG: Cache hit for key user:123,noise,log-source-8
2026-02-08T06:37:04.799447,INFO: User svc_account logged out,routine,log-source-2
2026-01-28T14:19:04.805342,INFO: New connection established from 192.168.1.100,routine,log-source-5
2026-02-08T17:12:04.791179,INFO: Service elasticsearch started successfully on app-node-03,routine,log-source-4
2026-02-10T03:47:04.802877,INFO: Service mysql started successfully on jumpbox,routine,log-source-9
2026-01-19T12:26:04.816802,TRACE: Telemetry data sent,noise,log-source-2
2026-02-05T02:44:04.792395,NOTICE: System update applied successfully,routine,log-source-5
2026-01-30T15:52:04.784763,ALERT: Data exfiltration detected - 100MB transferred to 198.51.100.17,critical,log-source-1
2026-02-17T08:05:04.810640,TRACE: Keep-alive ping from 203.0.113.42,noise,log-source-5
2026-02-12T09:33:04.819834,TRACE: Telemetry data sent,noise,log-source-2
2026-02-11T23:22:04.816055,DEBUG: Cache hit for key user:123,noise,log-source-3
2026-01-23T18:49:04.815606,TRACE: Keep-alive ping from 10.0.0.50,noise,log-source-10
2026-02-09T20:54:04.788446,NOTICE: Access denied for admin accessing /home/user/downloads/invoice.pdf,suspicious,log-source-8
2026-02-06T05:12:04.817181,DEBUG: Metrics exported to prometheus:9090,noise,log-source-4
2026-01-19T20:28:04.784188,CRITICAL: Mimikatz execution detected on app-node-03,critical,log-source-9
2026-01-20T09:04:04.801175,INFO: User root logged in successfully from 198.51.100.17,routine,log-source-2
2026-02-11T01:26:04.815619,DEBUG: GC completed in 250ms,noise,log-source-10
2026-02-02T10:40:04.816100,DEBUG: GC completed in 250ms,noise,log-source-9
2026-02-08T18:34:04.818524,DEBUG: Health check endpoint called - status OK,noise,log-source-9
2026-01-21T11:37:04.816785,DEBUG: Health check endpoint called - status OK,noise,log-source-4
2026-02-05T17:33:04.795290,DEBUG: Session created for user jsmith,routine,log-source-2
2026-02-13T17:50:04.815578,DEBUG: Cache hit for key session:abc,noise,log-source-9
2026-01-21T04:01:04.810808,TRACE: Connection pool status: 15 active,noise,log-source-4
2026-02-12T22:04:04.795463,INFO: Service mysql started successfully on jumpbox,routine,log-source-7
2026-01-24T07:19:04.800917,NOTICE: Configuration updated for mysql,routine,log-source-9
2026-02-03T20:01:04.799096,INFO: New connection established from 10.0.0.50,routine,log-source-2
2026-02-10T09:47:04.820025,DEBUG: GC completed in 250ms,noise,log-source-1
2026-01-20T17:44:04.816283,TRACE: Timer triggered for scheduled task,noise,log-source-2
2026-02-16T05:42:04.793767,INFO: Backup completed successfully - 500MB archived,routine,log-source-7
2026-02-03T23:11:04.804181,NOTICE: Password changed for user jsmith,routine,log-source-5
2026-02-13T14:18:04.787867,NOTICE: Failed authentication from unusual location China,suspicious,log-source-10
2026-01-29T12:53:04.795059,DEBUG: Session created for user root,routine,log-source-10
2026-01-31T18:58:04.800458,INFO: New connection established from 203.0.113.42,routine,log-source-1
2026-02-01T11:18:04.816753,TRACE: Connection pool status: 5 active,noise,log-source-2
2026-02-03T19:08:04.802765,INFO: New connection established from 172.16.0.25,routine,log-source-10
2026-01-19T23:08:04.806356,NOTICE: Configuration updated for mysql,routine,log-source-4
2026-02-02T10:08:04.802706,INFO: User root logged in successfully from 192.168.1.100,routine,log-source-9
2026-02-04T21:39:04.803967,INFO: User admin logged out,routine,log-source-1
2026-01-24T23:21:04.816344,DEBUG: Metrics exported to prometheus:9090,noise,log-source-1
2026-01-21T05:08:04.811868,DEBUG: Cache hit for key user:123,noise,log-source-10
2026-02-07T09:19:04.793423,DEBUG: Request processed in 50ms,routine,log-source-9
2026-01-26T05:01:04.790796,WARNING: Permission denied for jsmith on database.users,suspicious,log-source-10
2026-02-13T05:32:04.799567,INFO: Backup completed successfully - 2048MB archived,routine,log-source-3
2026-01-27T12:33:04.818489,DEBUG: Cache hit for key user:123,noise,log-source-3
2026-02-07T13:06:04.800806,NOTICE: Configuration updated for redis,routine,log-source-9
2026-02-08T03:53:04.808752,TRACE: Telemetry data sent,noise,log-source-8
2026-02-02T16:53:04.800118,INFO: Backup completed successfully - 50MB archived,routine,log-source-5
2026-02-06T19:52:04.806491,INFO: Service kafka started successfully on db-master,routine,log-source-7
2026-02-13T23:15:04.809031,TRACE: Keep-alive ping from 172.16.0.25,noise,log-source-5
2026-02-05T22:16:04.785865,WARNING: Unusual network activity from app-node-03 to port 3389,suspicious,log-source-3
2026-02-13T00:11:04.801183,DEBUG: Session created for user admin,routine,log-source-4
2026-02-11T09:29:04.801878,INFO: Backup completed successfully - 100MB archived,routine,log-source-10
2026-02-17T20:48:04.807645,DEBUG: GC completed in 250ms,noise,log-source-2
2026-02-12T22:25:04.814539,TRACE: Heartbeat received from jumpbox,noise,log-source-8
2026-02-06T05:12:04.812332,DEBUG: GC completed in 15ms,noise,log-source-1
2026-01-26T04:14:04.799495,NOTICE: Configuration updated for kafka,routine,log-source-5
2026-02-15T22:41:04.797231,NOTICE: Configuration updated for mysql,routine,log-source-6
2026-01-29T12:22:04.808800,DEBUG: GC completed in 100ms,noise,log-source-7
2026-02-15T15:30:04.819544,DEBUG: Cache hit for key cache:data,noise,log-source-3
2026-02-14T09:31:04.812060,TRACE: Telemetry data sent,noise,log-source-1
2026-02-16T20:34:04.802194,DEBUG: Request processed in 15ms,routine,log-source-3
2026-02-04T06:27:04.799515,NOTICE: System update applied successfully,routine,log-source-2
2026-02-07T05:09:04.787767,ALERT: Multiple failed SSH attempts from 203.0.113.42,suspicious,log-source-4
2026-02-17T15:13:04.805901,NOTICE: System update applied successfully,routine,log-source-9
2026-02-06T07:50:04.785988,ALERT: Multiple failed SSH attempts from 203.0.113.42,suspicious,log-source-9
2026-02-06T20:42:04.791480,NOTICE: System update applied successfully,routine,log-source-6
2026-02-12T05:54:04.815725,TRACE: Heartbeat received from web-server-01,noise,log-source-2
2026-02-09T06:30:04.800739,NOTICE: Configuration updated for redis,routine,log-source-7
2026-02-08T00:44:04.813584,TRACE: Keep-alive ping from 203.0.113.42,noise,log-source-3
2026-01-19T03:42:04.819623,DEBUG: Health check endpoint called - status OK,noise,log-source-5
2026-02-03T02:15:04.789392,WARNING: Suspicious PowerShell execution on db-master,suspicious,log-source-2
2026-02-01T20:47:04.809780,DEBUG: Prometheus scrape completed,noise,log-source-2
2026-01-29T21:23:04.797080,INFO: Backup completed successfully - 2048MB archived,routine,log-source-8
2026-01-26T11:43:04.815414,DEBUG: Cache hit for key session:abc,noise,log-source-10
2026-02-12T10:53:04.813319,DEBUG: GC completed in 250ms,noise,log-source-7
2026-02-01T22:12:04.805521,INFO: Backup completed successfully - 2048MB archived,routine,log-source-5
2026-02-03T17:34:04.794234,DEBUG: Session created for user admin,routine,log-source-5
2026-01-25T09:28:04.798167,INFO: User admin logged out,routine,log-source-7
2026-01-23T19:10:04.797103,INFO: New connection established from 203.0.113.42,routine,log-source-8
2026-02-08T03:07:04.789407,WARNING: Unusual outbound traffic to 10.0.0.50:22,suspicious,log-source-4
2026-01-28T21:43:04.785253,ALERT: Port scan detected from 192.168.1.100 on ports 1-1000,suspicious,log-source-9
2026-01-27T04:39:04.801892,NOTICE: Configuration updated for mysql,routine,log-source-6
2026-02-03T13:26:04.809260,DEBUG: Prometheus scrape completed,noise,log-source-6
2026-01-21T09:54:04.791210,INFO: User svc_account logged out,routine,log-source-2
2026-01-24T09:15:04.814976,DEBUG: Metrics exported to grafana:3000,noise,log-source-9
2026-02-04T19:27:04.819192,DEBUG: Prometheus scrape completed,noise,log-source-5
2026-02-14T10:44:04.793470,INFO: User root logged out,routine,log-source-2
2026-02-14T02:31:04.816922,TRACE: Connection pool status: 100 active,noise,log-source-3
2026-01-25T06:50:04.816757,DEBUG: Cache hit for key cache:data,noise,log-source-6
2026-02-16T12:18:04.802495,DEBUG: Request processed in 50ms,routine,log-source-1
2026-02-13T17:47:04.784819,CRITICAL: Mimikatz execution detected on app-node-03,critical,log-source-2
2026-01-27T07:09:04.812085,TRACE: Keep-alive ping from 198.51.100.17,noise,log-source-5
2026-02-16T22:36:04.792703,DEBUG: Request processed in 100ms,routine,log-source-2
2026-02-04T05:44:04.811104,DEBUG: Metrics exported to prometheus:9090,noise,log-source-7
2026-02-17T03:52:04.800962,INFO: Backup completed successfully - 1024MB archived,routine,log-source-2
2026-01-22T00:41:04.799499,NOTICE: Configuration updated for mysql,routine,log-source-10
2026-02-11T23:42:04.820094,DEBUG: Prometheus scrape completed,noise,log-source-4
2026-02-08T09:18:04.803020,INFO: User backup_user logged in successfully from 192.168.1.100,routine,log-source-6
2026-01-19T10:50:04.798132,NOTICE: Configuration updated for redis,routine,log-source-9
2026-02-06T04:24:04.801257,NOTICE: Password changed for user svc_account,routine,log-source-2
2026-02-16T03:33:04.787331,NOTICE: Access denied for admin accessing /home/user/downloads/invoice.pdf,suspicious,log-source-4
2026-01-30T06:27:04.817914,TRACE: Timer triggered for scheduled task,noise,log-source-6
2026-02-03T22:49:04.784977,WARNING: Failed login attempt for user root from 192.168.1.100,suspicious,log-source-7
2026-01-27T20:30:04.787886,NOTICE: Failed authentication from unusual location Tor Exit Node,suspicious,log-source-4
2026-01-29T04:58:04.795752,NOTICE: Password changed for user svc_account,routine,log-source-3
2026-02-05T21:34:04.803390,DEBUG: Request processed in 15ms,routine,log-source-8
2026-01-25T22:01:04.805040,INFO: Service mysql started successfully on db-master,routine,log-source-3
2026-02-01T21:31:04.807113,INFO: User backup_user logged in successfully from 203.0.113.42,routine,log-source-9
2026-01-30T21:19:04.795632,INFO: Backup completed successfully - 500MB archived,routine,log-source-1
2026-01-23T20:05:04.784963,SECURITY: Privilege escalation attempt by user svc_account on jumpbox,critical,log-source-9
2026-01-28T13:59:04.797997,INFO: Service kafka started successfully on workstation-42,routine,log-source-4
2026-02-02T19:13:04.814821,DEBUG: Health check endpoint called - status OK,noise,log-source-2
2026-02-05T18:30:04.792140,INFO: Service mysql started successfully on web-server-01,routine,log-source-3
2026-01-20T05:19:04.808269,DEBUG: Prometheus scrape completed,noise,log-source-7
2026-02-14T20:20:04.805094,INFO: User admin logged in successfully from 203.0.113.42,routine,log-source-7
2026-02-12T13:05:04.810773,DEBUG: Cache hit for key user:123,noise,log-source-10
